id,boa_peak
2612,3644
2613,3644
2614,3644
2615,3094
2616,3644
2617,3769
2618,3644
2619,3769
2620,3644
2621,3644
2622,3644
2623,3644
2624,7720
2625,7720
2626,7720
2627,7720
2628,7720
2629,7720
2630,7720
2631,6799
2632,7720
2633,7720
2634,7720
2635,7720
2636,7404
2637,7404
2638,7404
2639,6799
2640,6768
2641,10323
2642,2130
2643,10323
2644,3644
2645,3644
2646,2130
2647,10323
2648,3704
2649,3704
2650,3704
2651,15467
2652,3644
2653,3644
2654,3644
2655,6687
2656,6768
2657,6768
2658,6768
2659,10323
2660,7720
2661,7404
2662,7720
2663,7404
2664,7404
2665,7404
2666,7404
2667,15467
2668,7404
2669,7404
2670,7404
2671,7404
2672,6768
2673,6768
2674,6768
2675,10323
2676,3644
2677,6901
2678,3644
2679,10323
2680,3704
2681,3704
2682,3704
2683,15467
2684,3644
2685,3644
2686,3644
2687,3644
2688,7720
2689,7720
2690,7720
2691,6799
2692,7720
2693,7404
2694,6799
2695,6799
2696,7720
2697,7404
2698,7720
2699,6799
2700,7404
2701,7404
2702,6799
2703,6799
2704,7404
2705,7404
2706,7404
2707,3769
2708,3644
2709,3644
2710,3644
2711,3094
2712,7404
2713,7404
2714,7404
2715,3769
2716,3644
2717,7404
2718,3644
2719,6799
2720,7404
2721,7404
2722,7404
2723,7404
2724,7404
2725,7404
2726,7404
2727,7404
2728,7404
2729,7404
2730,7404
2731,7404
2732,7404
2733,7404
2734,7404
2735,7404
2736,3769
2737,3769
2738,3769
2739,3769
2740,3644
2741,7404
2742,3644
2743,7404
2744,3769
2745,3769
2746,3769
2747,3769
2748,3644
2749,7404
2750,3644
2751,7404
2752,7720
2753,7720
2754,6799
2755,6799
2756,7720
2757,7404
2758,6799
2759,6799
2760,7720
2761,7404
2762,6799
2763,6799
2764,7404
2765,7404
2766,6799
2767,6799
2768,6768
2769,6901
2770,2130
2771,15063
2772,6901
2773,6901
2774,2130
2775,15063
2776,7404
2777,7404
2778,7404
2779,3769
2780,7404
2781,7404
2782,3294
2783,11999
2784,7404
2785,7404
2786,7404
2787,7404
2788,7404
2789,7404
2790,7404
2791,7404
2792,7404
2793,7404
2794,7404
2795,16107
2796,7404
2797,7404
2798,7404
2799,7404
2800,6768
2801,6901
2802,6768
2803,13426
2804,6901
2805,6901
2806,6901
2807,6901
2808,7404
2809,7404
2810,7404
2811,16107
2812,7404
2813,7404
2814,7404
2815,7404
2816,7720
2817,7720
2818,14595
2819,14595
2820,7720
2821,7720
2822,287
2823,287
2824,7720
2825,7720
2826,287
2827,287
2828,7404
2829,7404
2830,287
2831,287
2832,3644
2833,3644
2834,287
2835,287
2836,3644
2837,3644
2838,287
2839,287
2840,3644
2841,287
2842,287
2843,287
2844,3644
2845,3644
2846,287
2847,287
2848,7720
2849,7720
2850,14595
2851,7720
2852,7720
2853,7404
2854,7720
2855,6799
2856,7720
2857,7720
2858,7404
2859,7720
2860,7404
2861,7404
2862,7404
2863,7404
2864,3644
2865,3644
2866,3644
2867,9525
2868,3644
2869,9525
2870,3644
2871,287
2872,3644
2873,3769
2874,3644
2875,5019
2876,3644
2877,3644
2878,3644
2879,3644
2880,14595
2881,14595
2882,14595
2883,6799
2884,7720
2885,6799
2886,7720
2887,6799
2888,13064
2889,15789
2890,13064
2891,6799
2892,7404
2893,6799
2894,7404
2895,6799
2896,6768
2897,339
2898,2130
2899,339
2900,6768
2901,339
2902,2130
2903,287
2904,3704
2905,339
2906,2130
2907,339
2908,3644
2909,3644
2910,287
2911,287
2912,6768
2913,14595
2914,7720
2915,6799
2916,7720
2917,7404
2918,7720
2919,6799
2920,7404
2921,7404
2922,7404
2923,16107
2924,7404
2925,7404
2926,7404
2927,7404
2928,6768
2929,6768
2930,6768
2931,339
2932,3644
2933,6901
2934,6768
2935,339
2936,3704
2937,3704
2938,3704
2939,15467
2940,3644
2941,3644
2942,3644
2943,3644
2944,7720
2945,7720
2946,14595
2947,6799
2948,7720
2949,7404
2950,287
2951,6799
2952,7720
2953,7404
2954,287
2955,6799
2956,7404
2957,7404
2958,7404
2959,6799
2960,7404
2961,8601
2962,5019
2963,5019
2964,3644
2965,3644
2966,287
2967,287
2968,7404
2969,7404
2970,287
2971,5019
2972,3644
2973,7404
2974,287
2975,287
2976,7404
2977,7404
2978,7404
2979,7404
2980,7404
2981,7404
2982,7404
2983,7404
2984,7404
2985,7404
2986,7404
2987,7404
2988,7404
2989,7404
2990,7404
2991,7404
2992,3769
2993,3769
2994,5019
2995,5019
2996,3644
2997,9525
2998,3644
2999,5019
3000,3769
3001,3769
3002,5019
3003,5019
3004,3644
3005,7404
3006,3644
3007,5019
3008,14595
3009,14595
3010,6799
3011,6799
3012,6799
3013,6799
3014,6799
3015,6799
3016,13064
3017,6799
3018,6799
3019,6799
3020,6799
3021,6799
3022,6799
3023,6799
3024,6768
3025,469
3026,2130
3027,5019
3028,6901
3029,469
3030,2130
3031,469
3032,7404
3033,8601
3034,287
3035,5019
3036,7404
3037,469
3038,3294
3039,287
3040,7404
3041,7404
3042,16107
3043,16107
3044,7404
3045,7404
3046,6799
3047,6799
3048,7404
3049,7404
3050,16107
3051,16107
3052,7404
3053,7404
3054,7404
3055,7404
3056,6768
3057,6901
3058,6768
3059,13426
3060,6901
3061,6901
3062,469
3063,469
3064,7404
3065,7404
3066,5019
3067,5019
3068,7404
3069,7404
3070,7404
3071,7404
3072,7720
3073,7720
3074,3094
3075,3094
3076,3094
3077,3094
3078,3094
3079,3094
3080,7720
3081,7720
3082,3094
3083,3094
3084,3094
3085,3094
3086,3094
3087,3094
3088,3644
3089,3094
3090,3094
3091,3094
3092,3644
3093,3094
3094,3094
3095,3094
3096,3704
3097,7404
3098,3094
3099,3094
3100,3644
3101,3094
3102,3094
3103,3094
3104,7720
3105,7720
3106,7720
3107,7720
3108,7720
3109,7720
3110,3094
3111,3094
3112,7404
3113,7404
3114,7404
3115,15467
3116,7404
3117,7404
3118,3094
3119,3094
3120,3644
3121,7404
3122,3704
3123,15467
3124,3644
3125,3644
3126,3094
3127,3094
3128,3704
3129,7404
3130,3704
3131,15467
3132,3644
3133,3644
3134,3094
3135,3094
3136,7720
3137,7720
3138,3704
3139,15467
3140,3094
3141,15439
3142,3094
3143,15439
3144,3704
3145,7404
3146,3704
3147,15467
3148,7246
3149,15439
3150,7246
3151,15439
3152,3704
3153,7404
3154,3704
3155,15467
3156,3644
3157,3094
3158,3094
3159,3094
3160,3704
3161,7404
3162,3704
3163,15467
3164,7404
3165,7404
3166,3294
3167,15467
3168,7404
3169,7404
3170,7404
3171,15467
3172,7404
3173,7404
3174,3094
3175,15439
3176,7404
3177,7404
3178,7404
3179,15467
3180,7404
3181,7404
3182,7404
3183,7404
3184,3704
3185,7404
3186,3704
3187,15467
3188,3704
3189,7404
3190,3704
3191,15467
3192,3704
3193,7404
3194,3704
3195,15467
3196,7404
3197,7404
3198,3704
3199,15467
3200,7720
3201,7720
3202,3094
3203,3094
3204,7404
3205,7404
3206,3094
3207,3094
3208,7404
3209,7404
3210,3294
3211,7404
3212,7404
3213,7404
3214,3294
3215,15439
3216,7404
3217,3769
3218,3094
3219,3769
3220,3644
3221,3094
3222,3094
3223,3094
3224,7404
3225,3769
3226,7404
3227,3769
3228,7404
3229,7404
3230,3294
3231,3094
3232,7404
3233,7404
3234,7720
3235,7720
3236,7404
3237,7404
3238,7404
3239,7404
3240,7404
3241,7404
3242,7404
3243,7404
3244,7404
3245,7404
3246,7404
3247,7404
3248,3769
3249,3769
3250,7404
3251,3769
3252,3644
3253,7404
3254,3644
3255,7404
3256,7404
3257,3769
3258,7404
3259,3769
3260,7404
3261,7404
3262,7404
3263,7404
3264,7404
3265,7404
3266,3704
3267,15467
3268,7404
3269,7404
3270,3294
3271,15439
3272,7404
3273,7404
3274,3294
3275,15439
3276,7404
3277,7404
3278,3294
3279,15439
3280,7404
3281,7404
3282,3704
3283,15467
3284,7404
3285,7404
3286,3294
3287,11999
3288,7404
3289,7404
3290,3294
3291,15467
3292,7404
3293,7404
3294,3294
3295,11999
3296,7404
3297,7404
3298,7404
3299,7404
3300,7404
3301,7404
3302,7404
3303,7404
3304,7404
3305,7404
3306,7404
3307,7404
3308,7404
3309,7404
3310,7404
3311,7404
3312,7404
3313,7404
3314,7404
3315,15467
3316,7404
3317,7404
3318,7404
3319,7404
3320,7404
3321,7404
3322,7404
3323,7404
3324,7404
3325,7404
3326,7404
3327,7404
3328,3331
3329,3331
3330,3331
3331,3331
3332,3094
3333,287
3334,3094
3335,287
3336,3331
3337,3331
3338,3331
3339,3331
3340,3094
3341,287
3342,3094
3343,287
3344,3644
3345,287
3346,3094
3347,287
3348,3094
3349,287
3350,3094
3351,287
3352,3704
3353,1371
3354,3094
3355,287
3356,3094
3357,287
3358,3094
3359,287
3360,7720
3361,7720
3362,7720
3363,5411
3364,7720
3365,15789
3366,3094
3367,287
3368,7404
3369,7404
3370,7404
3371,15467
3372,7404
3373,15789
3374,7404
3375,15467
3376,9525
3377,9525
3378,9525
3379,9525
3380,9525
3381,9525
3382,3094
3383,9525
3384,3644
3385,15789
3386,3704
3387,15467
3388,3644
3389,15789
3390,3094
3391,287
3392,7720
3393,3331
3394,3331
3395,3331
3396,3094
3397,15439
3398,3094
3399,287
3400,3704
3401,1371
3402,3704
3403,3331
3404,7246
3405,7404
3406,7246
3407,15439
3408,3704
3409,339
3410,3704
3411,339
3412,3094
3413,287
3414,3094
3415,287
3416,3704
3417,1371
3418,3704
3419,1371
3420,7404
3421,7404
3422,3294
3423,287
3424,7404
3425,7404
3426,7404
3427,5411
3428,7404
3429,7404
3430,3094
3431,287
3432,7404
3433,7404
3434,7404
3435,15467
3436,7404
3437,7404
3438,7404
3439,7404
3440,3704
3441,7404
3442,3704
3443,9525
3444,9525
3445,9525
3446,3094
3447,9525
3448,3704
3449,7404
3450,3704
3451,15467
3452,7404
3453,7404
3454,3704
3455,15467
3456,3331
3457,8601
3458,3331
3459,3331
3460,7404
3461,15789
3462,3094
3463,287
3464,7404
3465,15789
3466,3331
3467,3331
3468,7404
3469,15789
3470,3294
3471,287
3472,8601
3473,8601
3474,287
3475,287
3476,3094
3477,9525
3478,3094
3479,287
3480,7404
3481,8601
3482,287
3483,287
3484,7404
3485,15789
3486,3094
3487,287
3488,7404
3489,15789
3490,7720
3491,5411
3492,7404
3493,15789
3494,7404
3495,15789
3496,7404
3497,15789
3498,7404
3499,15467
3500,7404
3501,15789
3502,7404
3503,15789
3504,3769
3505,9525
3506,9525
3507,9525
3508,9525
3509,9525
3510,3094
3511,9525
3512,7404
3513,3769
3514,7404
3515,3769
3516,7404
3517,15789
3518,7404
3519,15789
3520,7404
3521,7404
3522,3331
3523,3331
3524,7404
3525,7404
3526,3294
3527,287
3528,7404
3529,7404
3530,3294
3531,3331
3532,7404
3533,7404
3534,3294
3535,15439
3536,7404
3537,469
3538,3704
3539,339
3540,7404
3541,469
3542,3294
3543,469
3544,7404
3545,7404
3546,3704
3547,1371
3548,7404
3549,7404
3550,3294
3551,11999
3552,7404
3553,7404
3554,7720
3555,16107
3556,7404
3557,7404
3558,7404
3559,7404
3560,7404
3561,7404
3562,7404
3563,7404
3564,7404
3565,7404
3566,7404
3567,7404
3568,7404
3569,7404
3570,7404
3571,9525
3572,7404
3573,7404
3574,7404
3575,7404
3576,7404
3577,7404
3578,7404
3579,7404
3580,7404
3581,7404
3582,7404
3583,7404
3584,7720
3585,7720
3586,3094
3587,3094
3588,3644
3589,3644
3590,3644
3591,3094
3592,7720
3593,7720
3594,7720
3595,3094
3596,3644
3597,3644
3598,3644
3599,3094
3600,3644
3601,3644
3602,3644
3603,3094
3604,3644
3605,3644
3606,3644
3607,3094
3608,3644
3609,3644
3610,3644
3611,3094
3612,3644
3613,3644
3614,3644
3615,3094
3616,7720
3617,7720
3618,7720
3619,7720
3620,7720
3621,7404
3622,7720
3623,7404
3624,7720
3625,7720
3626,7720
3627,7720
3628,3644
3629,3644
3630,3644
3631,3644
3632,3644
3633,3644
3634,3644
3635,3769
3636,3644
3637,3644
3638,3644
3639,3644
3640,3644
3641,3769
3642,3644
3643,3769
3644,3644
3645,3644
3646,3644
3647,3644
3648,7720
3649,7720
3650,3704
3651,15467
3652,3644
3653,3644
3654,3094
3655,15439
3656,7404
3657,7404
3658,3704
3659,15467
3660,7404
3661,7404
3662,7246
3663,15439
3664,3704
3665,3704
3666,3704
3667,15467
3668,3644
3669,3644
3670,3644
3671,3094
3672,3704
3673,3704
3674,3704
3675,15467
3676,3644
3677,3644
3678,3644
3679,3094
3680,7720
3681,7720
3682,7720
3683,15467
3684,7404
3685,7404
3686,7404
3687,7404
3688,7404
3689,7404
3690,7404
3691,15467
3692,7404
3693,7404
3694,7404
3695,7404
3696,3704
3697,3704
3698,3704
3699,15467
3700,3644
3701,3644
3702,3644
3703,3644
3704,3704
3705,3704
3706,3704
3707,15467
3708,3644
3709,7404
3710,3644
3711,15467
3712,7720
3713,7404
3714,3094
3715,6799
3716,7404
3717,7404
3718,6799
3719,6799
3720,7404
3721,7404
3722,7404
3723,7404
3724,7404
3725,7404
3726,3294
3727,6799
3728,3769
3729,3769
3730,3769
3731,3769
3732,3644
3733,7404
3734,3644
3735,3094
3736,3769
3737,3769
3738,3769
3739,3769
3740,3644
3741,7404
3742,3644
3743,3094
3744,7720
3745,7404
3746,7720
3747,7404
3748,7404
3749,7404
3750,7404
3751,7404
3752,7404
3753,7404
3754,7404
3755,7404
3756,7404
3757,7404
3758,7404
3759,7404
3760,3769
3761,3769
3762,3769
3763,3769
3764,3644
3765,7404
3766,3644
3767,7404
3768,3769
3769,3769
3770,3769
3771,3769
3772,3644
3773,7404
3774,3644
3775,7404
3776,7404
3777,7404
3778,3294
3779,7404
3780,7404
3781,7404
3782,3294
3783,7404
3784,7404
3785,7404
3786,3294
3787,7404
3788,7404
3789,7404
3790,3294
3791,7404
3792,3769
3793,3769
3794,3704
3795,3769
3796,7404
3797,7404
3798,3294
3799,11999
3800,7404
3801,7404
3802,3294
3803,16107
3804,7404
3805,7404
3806,3294
3807,11999
3808,7404
3809,7404
3810,7404
3811,16107
3812,7404
3813,7404
3814,7404
3815,7404
3816,7404
3817,7404
3818,7404
3819,16107
3820,7404
3821,7404
3822,7404
3823,7404
3824,7404
3825,7404
3826,7404
3827,3769
3828,7404
3829,7404
3830,7404
3831,7404
3832,7404
3833,7404
3834,7404
3835,16107
3836,7404
3837,7404
3838,7404
3839,7404
3840,7720
3841,7720
3842,3331
3843,3331
3844,3644
3845,3644
3846,3094
3847,287
3848,7720
3849,7720
3850,3331
3851,3331
3852,3644
3853,3644
3854,3094
3855,287
3856,3644
3857,3644
3858,3094
3859,287
3860,3644
3861,3644
3862,3644
3863,3094
3864,3644
3865,3644
3866,3094
3867,287
3868,3644
3869,3644
3870,3644
3871,3094
3872,7720
3873,7720
3874,7720
3875,5411
3876,7720
3877,7404
3878,7720
3879,287
3880,7720
3881,7720
3882,7720
3883,15467
3884,3644
3885,7404
3886,3644
3887,7404
3888,3644
3889,3644
3890,3644
3891,9525
3892,3644
3893,3644
3894,3644
3895,9525
3896,3644
3897,3769
3898,3644
3899,3769
3900,3644
3901,3644
3902,3644
3903,3644
3904,14595
3905,14595
3906,14595
3907,6799
3908,7720
3909,6799
3910,3094
3911,6799
3912,16107
3913,16107
3914,16107
3915,16107
3916,7404
3917,7404
3918,7246
3919,7404
3920,3704
3921,3704
3922,3704
3923,339
3924,3644
3925,3644
3926,3644
3927,3094
3928,3704
3929,1371
3930,3704
3931,1371
3932,3644
3933,1371
3934,3644
3935,3094
3936,7720
3937,7720
3938,7720
3939,16107
3940,7404
3941,7404
3942,7404
3943,7404
3944,7404
3945,7404
3946,7404
3947,16107
3948,7404
3949,7404
3950,7404
3951,7404
3952,3704
3953,3704
3954,3704
3955,15467
3956,3644
3957,3644
3958,3644
3959,9525
3960,3704
3961,3704
3962,3704
3963,15467
3964,3644
3965,7404
3966,3644
3967,7404
3968,7720
3969,7404
3970,1979
3971,1979
3972,7404
3973,7404
3974,6799
3975,6799
3976,7404
3977,7404
3978,3331
3979,7404
3980,7404
3981,7404
3982,3294
3983,6799
3984,3769
3985,3769
3986,1979
3987,1979
3988,3644
3989,7404
3990,3644
3991,3094
3992,3769
3993,3769
3994,1979
3995,1979
3996,3644
3997,7404
3998,3644
3999,3094
4000,7720
4001,7404
4002,7404
4003,7404
4004,7404
4005,7404
4006,7404
4007,7404
4008,7404
4009,7404
4010,7404
4011,7404
4012,7404
4013,7404
4014,7404
4015,7404
4016,3769
4017,3769
4018,3769
4019,3769
4020,3644
4021,7404
4022,3644
4023,1979
4024,3769
4025,3769
4026,3769
4027,3769
4028,3644
4029,7404
4030,3644
4031,7404
4032,14595
4033,7404
4034,7404
4035,7404
4036,7404
4037,7404
4038,7404
4039,7404
4040,16107
4041,7404
4042,7404
4043,7404
4044,7404
4045,7404
4046,7404
4047,7404
4048,3704
4049,469
4050,3704
4051,1979
4052,7404
4053,469
4054,3294
4055,11999
4056,7404
4057,7404
4058,3704
4059,1979
4060,7404
4061,7404
4062,3294
4063,11999
4064,7404
4065,7404
4066,16107
4067,16107
4068,7404
4069,7404
4070,7404
4071,7404
4072,7404
4073,7404
4074,16107
4075,16107
4076,7404
4077,7404
4078,7404
4079,7404
4080,7404
4081,7404
4082,7404
4083,3769
4084,7404
4085,7404
4086,7404
4087,7404
4088,7404
4089,7404
4090,7404
4091,16107
4092,7404
4093,7404
4094,7404
4095,7404
4096,7720
4097,7720
4098,6150
4099,5411
4100,7720
4101,6150
4102,6150
4103,6150
4104,7720
4105,7720
4106,6150
4107,287
4108,7404
4109,7404
4110,6150
4111,6150
4112,7720
4113,339
4114,13426
4115,287
4116,3644
4117,3644
4118,6150
4119,287
4120,3644
4121,3644
4122,3644
4123,287
4124,3644
4125,3644
4126,3644
4127,287
4128,7720
4129,7720
4130,7720
4131,5411
4132,7720
4133,9525
4134,5411
4135,5411
4136,7720
4137,7404
4138,7404
4139,15467
4140,7404
4141,7404
4142,6150
4143,6150
4144,13426
4145,13426
4146,13426
4147,13426
4148,5684
4149,9525
4150,9525
4151,9525
4152,3644
4153,7404
4154,7404
4155,287
4156,3644
4157,9525
4158,3644
4159,287
4160,7720
4161,7720
4162,6150
4163,14407
4164,6150
4165,14407
4166,6150
4167,14407
4168,7720
4169,7720
4170,6150
4171,6150
4172,7404
4173,7404
4174,6150
4175,15439
4176,13426
4177,13426
4178,13426
4179,339
4180,13426
4181,13426
4182,8406
4183,14407
4184,3644
4185,339
4186,13426
4187,339
4188,3644
4189,3644
4190,3644
4191,287
4192,13426
4193,13426
4194,13426
4195,13426
4196,7404
4197,7404
4198,6150
4199,14407
4200,7404
4201,7404
4202,7404
4203,15467
4204,7404
4205,7404
4206,7404
4207,7404
4208,13426
4209,13426
4210,13426
4211,13426
4212,13426
4213,13426
4214,13426
4215,13426
4216,13426
4217,13426
4218,13426
4219,13426
4220,13426
4221,13426
4222,13426
4223,13426
4224,133
4225,15789
4226,5411
4227,5411
4228,133
4229,133
4230,9294
4231,287
4232,7404
4233,7404
4234,7404
4235,287
4236,7404
4237,7404
4238,7404
4239,6799
4240,7404
4241,8601
4242,287
4243,5019
4244,13564
4245,3644
4246,8406
4247,287
4248,7404
4249,7404
4250,287
4251,5019
4252,3644
4253,3644
4254,3644
4255,6799
4256,7404
4257,7404
4258,7720
4259,5411
4260,7404
4261,15789
4262,7404
4263,15789
4264,7404
4265,7404
4266,7404
4267,7404
4268,7404
4269,7404
4270,7404
4271,7404
4272,7404
4273,7404
4274,7404
4275,5411
4276,13564
4277,7404
4278,13564
4279,7404
4280,7404
4281,7404
4282,7404
4283,7404
4284,7404
4285,15789
4286,7404
4287,15789
4288,133
4289,133
4290,8406
4291,8406
4292,133
4293,133
4294,8406
4295,8406
4296,7404
4297,7404
4298,7404
4299,6799
4300,7404
4301,7404
4302,7404
4303,6799
4304,13426
4305,469
4306,8406
4307,339
4308,13564
4309,469
4310,8406
4311,15063
4312,7404
4313,469
4314,13426
4315,339
4316,7404
4317,469
4318,8406
4319,6799
4320,7404
4321,13426
4322,7404
4323,13426
4324,7404
4325,7404
4326,7404
4327,7404
4328,7404
4329,7404
4330,7404
4331,7404
4332,7404
4333,7404
4334,7404
4335,7404
4336,13426
4337,13426
4338,13426
4339,13426
4340,13564
4341,7404
4342,13564
4343,7404
4344,7404
4345,7404
4346,13426
4347,7404
4348,7404
4349,7404
4350,7404
4351,7404
4352,13064
4353,5411
4354,5411
4355,5411
4356,9525
4357,9525
4358,287
4359,287
4360,13064
4361,287
4362,287
4363,287
4364,287
4365,287
4366,287
4367,287
4368,339
4369,339
4370,287
4371,287
4372,9525
4373,9525
4374,287
4375,287
4376,13084
4377,287
4378,287
4379,287
4380,287
4381,287
4382,287
4383,287
4384,9525
4385,5411
4386,5411
4387,5411
4388,9525
4389,9525
4390,5411
4391,5411
4392,13064
4393,287
4394,5411
4395,5411
4396,15789
4397,15789
4398,287
4399,287
4400,9525
4401,9525
4402,5411
4403,5411
4404,9525
4405,9525
4406,9525
4407,9525
4408,9525
4409,9525
4410,287
4411,287
4412,9525
4413,9525
4414,287
4415,287
4416,339
4417,339
4418,5411
4419,5411
4420,7720
4421,6799
4422,287
4423,287
4424,13064
4425,4937
4426,287
4427,287
4428,13064
4429,6799
4430,287
4431,287
4432,339
4433,339
4434,339
4435,339
4436,339
4437,469
4438,287
4439,287
4440,339
4441,339
4442,339
4443,339
4444,287
4445,287
4446,287
4447,287
4448,9525
4449,5411
4450,5411
4451,5411
4452,9525
4453,9525
4454,5411
4455,5411
4456,13064
4457,287
4458,5411
4459,5411
4460,15789
4461,15789
4462,287
4463,287
4464,13426
4465,13426
4466,13426
4467,13426
4468,9525
4469,9525
4470,13426
4471,13426
4472,339
4473,339
4474,13426
4475,13426
4476,9525
4477,9525
4478,287
4479,287
4480,15789
4481,15789
4482,5411
4483,5411
4484,15789
4485,15789
4486,287
4487,287
4488,13064
4489,287
4490,287
4491,287
4492,15789
4493,15789
4494,287
4495,287
4496,8601
4497,8601
4498,287
4499,5019
4500,9525
4501,469
4502,287
4503,287
4504,8601
4505,8601
4506,287
4507,5019
4508,15789
4509,15789
4510,287
4511,287
4512,15789
4513,15789
4514,5411
4515,5411
4516,15789
4517,15789
4518,15789
4519,15789
4520,15789
4521,15789
4522,7404
4523,5019
4524,15789
4525,15789
4526,15789
4527,15789
4528,9525
4529,9525
4530,5411
4531,5411
4532,9525
4533,9525
4534,9525
4535,9525
4536,15789
4537,15789
4538,5019
4539,5019
4540,15789
4541,15789
4542,15789
4543,15789
4544,469
4545,469
4546,5411
4547,5411
4548,469
4549,469
4550,287
4551,6799
4552,13064
4553,6799
4554,287
4555,6799
4556,6799
4557,6799
4558,287
4559,6799
4560,469
4561,469
4562,339
4563,339
4564,469
4565,469
4566,8406
4567,469
4568,469
4569,469
4570,287
4571,339
4572,469
4573,469
4574,8406
4575,469
4576,15789
4577,15789
4578,5411
4579,5411
4580,15789
4581,15789
4582,15789
4583,15789
4584,15789
4585,15789
4586,7404
4587,5019
4588,15789
4589,15789
4590,15789
4591,6799
4592,13426
4593,469
4594,13426
4595,13426
4596,13564
4597,469
4598,8406
4599,469
4600,15789
4601,15789
4602,5019
4603,5019
4604,15789
4605,15789
4606,13564
4607,15789
4608,7720
4609,7720
4610,7720
4611,7720
4612,7720
4613,7720
4614,7720
4615,6799
4616,7720
4617,7720
4618,7720
4619,7720
4620,7404
4621,7404
4622,7404
4623,6799
4624,7720
4625,7720
4626,3644
4627,6687
4628,3644
4629,3644
4630,3644
4631,6687
4632,3644
4633,3644
4634,3644
4635,287
4636,3644
4637,3644
4638,3644
4639,287
4640,7720
4641,7720
4642,7720
4643,7720
4644,7720
4645,7404
4646,7720
4647,7404
4648,7720
4649,7720
4650,7720
4651,7720
4652,7404
4653,7404
4654,7404
4655,7404
4656,5684
4657,5684
4658,5684
4659,5684
4660,5684
4661,5684
4662,5684
4663,5684
4664,3644
4665,7404
4666,3644
4667,7404
4668,3644
4669,3644
4670,3644
4671,287
4672,7720
4673,339
4674,7720
4675,339
4676,7720
4677,7720
4678,7720
4679,6799
4680,7720
4681,4937
4682,7720
4683,287
4684,7404
4685,6799
4686,7404
4687,6799
4688,12912
4689,12912
4690,13426
4691,10323
4692,3644
4693,3644
4694,3644
4695,15063
4696,3644
4697,339
4698,13426
4699,287
4700,3644
4701,3644
4702,3644
4703,287
4704,12912
4705,12912
4706,12912
4707,13426
4708,7720
4709,7404
4710,7720
4711,10036
4712,7404
4713,7404
4714,7404
4715,15467
4716,7404
4717,7404
4718,7404
4719,7404
4720,12912
4721,12912
4722,12912
4723,13426
4724,5684
4725,5684
4726,5684
4727,13426
4728,12912
4729,12912
4730,12912
4731,13426
4732,3644
4733,3644
4734,3644
4735,287
4736,7720
4737,7720
4738,7720
4739,6799
4740,7720
4741,7404
4742,6799
4743,6799
4744,7720
4745,7404
4746,7720
4747,6799
4748,7404
4749,7404
4750,6799
4751,6799
4752,7404
4753,7404
4754,7404
4755,5019
4756,3644
4757,3644
4758,3644
4759,287
4760,7404
4761,7404
4762,7404
4763,5019
4764,3644
4765,3644
4766,3644
4767,6799
4768,7404
4769,7404
4770,7404
4771,7404
4772,7404
4773,7404
4774,7404
4775,7404
4776,7404
4777,7404
4778,7404
4779,7404
4780,7404
4781,7404
4782,7404
4783,7404
4784,7404
4785,7404
4786,7404
4787,7404
4788,5684
4789,5684
4790,5684
4791,287
4792,7404
4793,7404
4794,7404
4795,7404
4796,7404
4797,7404
4798,7404
4799,7404
4800,7720
4801,6799
4802,6799
4803,6799
4804,7720
4805,6799
4806,6799
4807,6799
4808,7720
4809,6799
4810,6799
4811,6799
4812,7404
4813,6799
4814,6799
4815,6799
4816,12912
4817,339
4818,15063
4819,15063
4820,6901
4821,469
4822,15063
4823,15063
4824,7404
4825,7404
4826,7404
4827,5019
4828,3644
4829,3644
4830,15063
4831,6799
4832,7404
4833,7404
4834,7404
4835,7404
4836,7404
4837,7404
4838,7404
4839,7404
4840,7404
4841,7404
4842,7404
4843,16107
4844,7404
4845,7404
4846,7404
4847,7404
4848,12912
4849,12912
4850,12912
4851,13426
4852,6901
4853,6901
4854,6901
4855,6901
4856,7404
4857,7404
4858,7404
4859,7404
4860,7404
4861,7404
4862,7404
4863,7404
4864,13064
4865,13064
4866,5411
4867,5411
4868,10036
4869,10036
4870,287
4871,287
4872,13064
4873,13064
4874,287
4875,287
4876,13084
4877,287
4878,287
4879,287
4880,13136
4881,339
4882,287
4883,287
4884,10036
4885,10036
4886,287
4887,287
4888,13084
4889,287
4890,287
4891,287
4892,13084
4893,287
4894,287
4895,287
4896,10036
4897,10036
4898,5411
4899,5411
4900,10036
4901,10036
4902,10036
4903,10036
4904,13064
4905,13064
4906,287
4907,287
4908,10036
4909,15789
4910,287
4911,287
4912,10036
4913,10036
4914,5411
4915,5411
4916,10036
4917,10036
4918,10036
4919,10036
4920,10036
4921,10036
4922,287
4923,5019
4924,10036
4925,10036
4926,287
4927,287
4928,13136
4929,339
4930,339
4931,339
4932,7720
4933,6799
4934,6799
4935,6799
4936,13064
4937,4937
4938,13064
4939,287
4940,13064
4941,6799
4942,6799
4943,6799
4944,13136
4945,339
4946,339
4947,339
4948,13136
4949,339
4950,287
4951,287
4952,13084
4953,339
4954,13084
4955,287
4956,13084
4957,287
4958,287
4959,287
4960,13136
4961,339
4962,13426
4963,5411
4964,10036
4965,10036
4966,10036
4967,10036
4968,13064
4969,4937
4970,13064
4971,287
4972,13064
4973,7404
4974,6799
4975,6799
4976,12912
4977,12912
4978,13426
4979,13426
4980,10036
4981,10036
4982,13426
4983,13426
4984,13084
4985,339
4986,13426
4987,13426
